hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
13,0,3,3,30260,23704,32260,6,6,440,20.6,0.7833,0.7348,2,0.6942
18,2,9,4,99698,78442,80594,3,13,119,39.3,0.7868,0.9733,2,0.813
2,4,3,0,50932,44276,70027,18,24,104,7.9,0.8693,0.6323,2,0.4388
5,2,6,0,1089,598,2150,8,3,112,14.2,0.5491,0.2781,1,0.5977
17,5,12,0,59993,41008,107274,1,7,286,31.9,0.6835,0.3823,1,0.6394
9,6,2,1,83249,9883,144759,5,24,22,15.8,0.1187,0.0683,0,0.5255
20,6,9,2,53851,46486,30575,17,24,195,13.9,0.8632,1.5204,2,0.5423
10,6,1,0,25981,5895,30507,17,21,357,36.8,0.2269,0.1932,0,0.2307
13,5,6,1,42132,5364,60558,7,5,91,31.5,0.1273,0.0886,0,0.5927
13,2,7,3,36877,17128,52226,7,4,117,18.6,0.4645,0.328,0,0.6816
1,5,10,1,24571,8430,22849,1,27,25,5.2,0.3431,0.3689,0,0.6132
7,2,8,1,29603,15346,39791,9,23,284,26.5,0.5184,0.3857,1,0.5358
2,0,1,0,30966,17787,75853,4,4,478,12.3,0.5744,0.2345,1,0.5475
14,3,12,1,26101,18366,16429,2,8,251,9.5,0.7037,1.1179,1,0.6849
19,5,10,4,7851,6205,4101,9,11,446,23.4,0.7903,1.513,2,0.6167
7,5,5,1,45051,15840,103467,8,7,369,20.0,0.3516,0.1531,0,0.5574
14,4,4,0,80079,43727,56828,9,27,175,13.2,0.546,0.7695,1,0.3808
15,2,2,0,35956,20176,68345,5,9,226,37.2,0.5611,0.2952,1,0.5192
16,5,1,2,38126,29707,84398,13,15,225,26.6,0.7792,0.352,2,0.6334
14,1,10,0,19571,18385,40696,19,24,181,29.4,0.9394,0.4518,3,0.4385
19,1,9,0,84902,44737,136657,13,18,243,6.2,0.5269,0.3274,1,0.3476
7,0,7,1,55337,4776,60852,2,11,342,25.5,0.0863,0.0785,0,0.5296
5,3,9,0,12260,10515,26789,12,10,174,18.4,0.8577,0.3925,2,0.5776
1,6,6,3,89124,33598,152110,7,26,359,23.3,0.377,0.2209,0,0.4392
15,4,1,1,92665,20886,74078,7,5,340,38.9,0.2254,0.2819,0,0.5636
8,1,6,4,844,143,873,3,6,67,22.6,0.1694,0.1638,0,0.6553
16,3,10,0,13423,8562,10880,14,12,4,15.1,0.6379,0.7869,1,0.5305
20,6,10,4,43748,1744,25014,19,10,318,29.5,0.0399,0.0697,0,0.3361
21,4,2,3,32236,21980,43186,5,17,64,19.5,0.6818,0.509,1,0.7232
16,5,4,0,81652,11404,98646,8,21,307,38.5,0.1397,0.1156,0,0.3171
22,6,2,0,85134,32376,96970,10,11,19,28.3,0.3803,0.3339,0,0.4538
20,0,12,0,34145,6991,31743,3,4,85,8.6,0.2047,0.2202,0,0.5441
12,1,9,3,40294,28085,46857,15,27,399,11.1,0.697,0.5994,1,0.474
8,6,8,1,89355,26376,79619,13,28,383,5.5,0.2952,0.3313,0,0.3079
22,2,3,3,72374,25886,86350,6,29,275,8.3,0.3577,0.2998,0,0.4708
18,6,11,0,17563,15555,43348,16,29,185,8.4,0.8857,0.3588,2,0.4327
5,5,5,0,49189,36029,60159,12,2,187,29.8,0.7325,0.5989,1,0.5693
19,5,10,1,55777,40312,129870,8,20,441,27.4,0.7227,0.3104,1,0.6217
4,4,1,1,51711,15245,84925,5,20,250,39.0,0.2948,0.1795,0,0.5507
20,4,8,0,54250,31973,132779,4,23,26,30.5,0.5894,0.2408,1,0.5347
7,4,2,0,76986,23668,101163,12,19,90,8.0,0.3074,0.234,0,0.353
9,3,10,0,63339,21901,119988,7,11,442,8.1,0.3458,0.1825,0,0.4102
6,2,9,0,99362,50746,109907,16,25,175,9.2,0.5107,0.4617,1,0.3337
6,3,6,0,42983,34203,106954,12,17,131,10.6,0.7957,0.3198,2,0.5248
7,4,10,4,83291,58577,113976,10,24,360,20.9,0.7033,0.5139,1,0.5499
21,1,8,0,41229,16162,73894,10,24,124,18.8,0.392,0.2187,0,0.3492
2,3,2,1,58110,19979,30635,4,21,291,9.0,0.3438,0.6522,0,0.5397
8,1,10,0,91639,49727,101518,10,15,32,7.7,0.5426,0.4898,1,0.524
11,5,11,2,28246,6775,28775,14,28,200,6.0,0.2399,0.2354,0,0.3891
17,2,1,2,26743,12184,39086,10,15,129,9.9,0.4556,0.3117,0,0.5749
16,6,4,2,13594,6310,12086,3,26,318,36.4,0.4642,0.5221,0,0.5529
4,4,9,0,43766,23499,108897,8,27,304,29.6,0.5369,0.2158,1,0.377
17,0,11,1,53850,19618,54422,12,18,270,14.8,0.3643,0.3605,0,0.4847
17,2,4,1,82103,45018,49411,2,14,332,6.2,0.5483,0.9111,1,0.6634
8,6,7,0,24450,7972,24911,18,27,101,31.1,0.3261,0.32,0,0.2039
17,2,7,4,68987,44757,102930,13,13,225,24.6,0.6488,0.4348,1,0.6767
8,5,4,0,71682,53589,79087,19,10,383,34.9,0.7476,0.6776,1,0.4237
23,2,11,4,90630,74930,186254,9,12,343,24.4,0.8268,0.4023,2,0.6915
17,1,11,0,35644,30827,21721,14,13,229,19.1,0.8649,1.4192,2,0.5057
11,4,10,4,872,648,513,19,14,189,28.7,0.7431,1.2632,1,0.5579
10,1,7,1,65723,57629,105734,8,2,484,30.7,0.8768,0.545,2,0.7921
6,2,2,1,60791,40075,55075,9,19,63,23.2,0.6592,0.7276,1,0.6239
21,3,3,4,94223,37354,136475,3,26,125,21.2,0.3964,0.2737,0,0.5509
23,2,11,0,90960,34386,156998,19,29,138,27.0,0.378,0.219,0,0.2173
17,3,4,1,92450,26525,79345,6,12,345,22.8,0.2869,0.3343,0,0.5524
19,4,6,0,54616,30405,125345,18,24,83,32.2,0.5567,0.2426,1,0.3641
9,0,11,2,22620,11666,43271,4,20,46,30.3,0.5157,0.2696,1,0.6586
22,6,3,2,5553,2257,12075,17,11,231,6.8,0.4064,0.1869,0,0.4712
6,3,2,0,77822,27354,47368,1,8,323,5.5,0.3515,0.5775,0,0.5133
23,4,9,2,49853,40513,120353,7,16,183,31.6,0.8126,0.3366,2,0.7192
0,5,12,4,42965,20024,77878,19,21,426,27.3,0.4661,0.2571,0,0.4071
22,4,1,0,99434,33734,50709,14,13,43,10.3,0.3393,0.6652,0,0.4386
18,6,6,1,40722,15907,84175,12,27,456,11.6,0.3906,0.189,0,0.4156
23,1,9,0,56496,19450,91373,11,14,233,14.6,0.3443,0.2129,0,0.3814
8,5,8,0,17061,1683,23594,4,6,134,34.8,0.0986,0.0713,0,0.4322
15,4,2,0,50017,23617,118805,4,7,216,16.4,0.4722,0.1988,0,0.544
15,6,11,4,29325,7080,49718,8,18,324,35.4,0.2414,0.1424,0,0.5096
20,5,9,0,73350,54819,153053,16,9,135,22.8,0.7474,0.3582,1,0.4633
13,0,2,3,31428,10809,29089,8,12,441,5.8,0.3439,0.3716,0,0.5734
21,0,12,2,78302,11222,88493,19,11,497,33.1,0.1433,0.1268,0,0.324
9,6,4,2,63512,58327,150420,8,6,181,29.7,0.9184,0.3878,3,0.8552
9,5,6,2,91729,45991,168102,15,19,308,35.8,0.5014,0.2736,1,0.4917
1,3,6,4,91126,58438,112957,18,24,73,36.0,0.6413,0.5173,1,0.5146
8,0,7,1,45303,18073,78433,12,6,295,28.4,0.3989,0.2304,0,0.5939
15,6,8,1,9581,7384,12688,17,12,309,7.7,0.7707,0.582,2,0.5816
3,5,8,0,5931,1675,6191,19,28,476,29.6,0.2824,0.2706,0,0.126
20,1,12,3,58792,853,75758,10,10,19,26.2,0.0145,0.0113,0,0.519
3,1,8,0,19279,8255,34287,6,28,499,35.9,0.4282,0.2408,0,0.2492
14,4,4,1,95692,40332,232817,1,9,209,15.1,0.4215,0.1732,0,0.7209
17,3,6,2,90667,40309,173075,9,12,31,10.7,0.4446,0.2329,0,0.6782
9,1,8,0,80952,43282,195336,5,19,470,17.4,0.5347,0.2216,1,0.3878
19,1,6,0,35307,16360,63344,6,26,146,27.1,0.4634,0.2583,0,0.4203
20,2,9,2,56904,33870,90352,2,9,299,38.3,0.5952,0.3749,1,0.7176
20,6,9,0,11209,7938,22616,1,5,442,20.8,0.7082,0.351,1,0.587
17,2,7,0,95231,64266,79365,14,27,201,38.4,0.6748,0.8098,1,0.3545
21,5,3,0,99718,55242,105856,11,20,159,25.0,0.554,0.5219,1,0.4027
17,0,1,0,13862,10689,20945,12,3,289,24.6,0.7711,0.5103,2,0.549
5,4,4,3,99449,76976,63017,15,22,32,27.2,0.774,1.2215,2,0.5978
14,2,1,3,63941,40629,55380,15,17,307,26.2,0.6354,0.7336,1,0.5168
12,6,6,0,51154,22300,80505,4,19,446,30.0,0.4359,0.277,0,0.4038
6,3,5,1,27340,13697,17093,19,2,146,14.6,0.501,0.8013,1,0.6128
17,0,2,1,4324,3095,4386,6,29,489,29.0,0.7158,0.7057,1,0.4914
16,6,6,1,90872,88567,147472,5,5,54,39.6,0.9746,0.6006,3,0.93
16,0,3,1,23927,13865,42030,10,2,72,8.0,0.5795,0.3299,1,0.7565
20,6,9,0,57824,16760,114694,15,4,58,6.2,0.2898,0.1461,0,0.4164
13,2,2,4,49412,19771,44492,6,23,144,23.8,0.4001,0.4444,0,0.564
23,2,4,1,55562,23525,63699,17,17,355,18.9,0.4234,0.3693,0,0.4036
16,0,8,0,18559,15979,13618,4,20,57,9.8,0.861,1.1734,2,0.6355
22,6,4,0,66222,49888,116483,19,4,176,13.9,0.7533,0.4283,2,0.4772
15,2,3,4,94970,27456,103024,14,7,107,19.8,0.2891,0.2665,0,0.5656
7,4,2,0,23049,9202,24740,11,26,266,32.9,0.3992,0.3719,0,0.2898
22,6,7,0,3470,3252,3365,3,15,192,29.1,0.9372,0.9664,3,0.6261
5,3,3,1,90964,29909,109178,4,24,161,6.9,0.3288,0.2739,0,0.5656
14,3,6,0,55405,21936,119284,15,28,202,27.3,0.3959,0.1839,0,0.2807
7,6,12,3,152,112,322,14,16,277,34.2,0.7368,0.3478,1,0.5746
0,2,9,0,87413,51532,58005,9,21,81,30.5,0.5895,0.8884,1,0.4559
16,1,9,0,43906,27584,42229,14,5,430,14.3,0.6283,0.6532,1,0.404
21,0,12,0,7655,1827,6565,19,22,73,32.9,0.2387,0.2783,0,0.2656
3,3,12,2,42364,19372,84986,19,15,301,25.6,0.4573,0.2279,0,0.4497
6,6,1,0,58663,10883,138715,6,22,473,11.3,0.1855,0.0785,0,0.2639
10,6,6,1,4986,2720,12265,3,19,247,16.4,0.5455,0.2218,1,0.6419
4,6,1,3,13242,7537,14504,11,24,390,21.9,0.5692,0.5196,1,0.4455
3,0,10,0,81708,46510,45522,2,10,189,20.0,0.5692,1.0217,1,0.5697
10,2,10,3,69423,50094,87989,11,3,211,36.3,0.7216,0.5693,1,0.7353
18,6,9,0,51385,14533,120318,5,22,53,6.3,0.2828,0.1208,0,0.4315
4,5,3,0,84747,65344,126005,15,20,42,31.3,0.771,0.5186,2,0.5192
7,0,7,2,42340,9300,104504,13,28,446,29.1,0.2197,0.089,0,0.3112
5,4,10,0,21236,19586,16660,6,14,212,39.2,0.9223,1.1756,3,0.6343
11,4,2,3,38228,36235,59548,1,2,109,5.8,0.9479,0.6085,3,0.9534
2,2,6,0,40023,19226,30847,14,15,179,12.9,0.4804,0.6233,0,0.3826
17,4,10,0,52100,30161,73557,7,2,215,25.4,0.5789,0.41,1,0.5646
17,6,8,3,29946,22438,17808,9,29,73,38.3,0.7493,1.26,1,0.6302
15,1,11,1,72639,54749,44328,10,28,455,21.5,0.7537,1.2351,2,0.5558
10,3,10,2,10384,7066,17301,3,2,343,35.2,0.6805,0.4084,1,0.7757
7,3,7,2,28377,19454,49771,4,8,366,8.7,0.6856,0.3909,1,0.6774
19,4,11,0,73274,43908,64416,8,14,439,25.1,0.5992,0.6816,1,0.4647
21,5,8,2,21086,15287,17071,11,23,99,18.1,0.725,0.8955,1,0.6587
1,2,3,0,68424,63308,134885,9,25,392,35.9,0.9252,0.4693,3,0.5411
15,6,12,2,59678,46933,33924,13,10,268,31.1,0.7864,1.3835,2,0.6543
12,6,2,0,30055,10942,54247,17,14,2,27.4,0.3641,0.2017,0,0.4255
15,1,4,4,19439,13648,20151,8,20,91,30.8,0.7021,0.6773,1,0.678
22,5,6,1,18775,6144,19001,17,11,281,11.1,0.3272,0.3234,0,0.4827
14,5,1,0,97523,22168,202905,17,16,121,21.8,0.2273,0.1093,0,0.2695
18,0,2,1,13809,9108,11201,6,19,108,12.2,0.6596,0.8131,1,0.6453
23,1,7,1,44826,7072,89475,18,18,194,37.2,0.1578,0.079,0,0.4016
5,2,7,1,10630,4498,11680,6,29,219,10.6,0.4231,0.3851,0,0.4818
3,3,5,1,23866,6888,37444,18,22,166,21.2,0.2886,0.184,0,0.4172
14,3,8,3,90050,60827,183394,8,5,214,17.5,0.6755,0.3317,1,0.7346
0,3,1,1,19190,12303,39593,19,26,324,25.9,0.6411,0.3107,1,0.4029
9,6,4,1,43888,29859,31921,9,11,149,17.2,0.6803,0.9354,1,0.7565
20,6,2,0,59704,41113,40290,18,26,378,10.8,0.6886,1.0204,1,0.3139
15,1,12,0,52434,8876,102811,1,21,395,17.4,0.1693,0.0863,0,0.2858
23,5,1,0,82633,63703,131007,19,24,346,18.8,0.7709,0.4863,2,0.3534
0,3,12,0,14533,11647,33133,11,12,346,7.4,0.8014,0.3515,2,0.4652
17,4,2,0,72018,38679,139122,19,16,277,33.9,0.5371,0.278,1,0.3997
6,1,2,2,55456,9181,52712,4,10,135,5.5,0.1656,0.1742,0,0.6173
23,1,7,1,95317,75440,151576,3,25,419,33.2,0.7915,0.4977,2,0.6411
9,6,6,1,28290,19850,60204,3,20,143,22.1,0.7017,0.3297,1,0.7435
9,0,3,1,4893,1244,9658,13,3,439,12.0,0.2542,0.1288,0,0.5598
11,5,10,4,76733,44518,188295,18,18,469,38.1,0.5802,0.2364,1,0.3764
0,0,10,0,28684,11146,18798,14,9,153,30.6,0.3886,0.5929,0,0.4384
18,2,2,3,18028,11220,31640,13,20,383,39.6,0.6224,0.3546,1,0.4664
12,4,2,0,42857,23936,26989,2,3,304,23.6,0.5585,0.8869,1,0.6083
2,1,10,0,374,217,785,7,17,27,17.2,0.5802,0.2764,1,0.5089
16,1,7,1,29265,9872,70323,5,3,93,36.2,0.3373,0.1404,0,0.6673
18,0,4,2,39921,25849,86363,17,9,453,22.0,0.6475,0.2993,1,0.5128
15,6,4,4,76080,42976,62317,5,17,3,28.7,0.5649,0.6896,1,0.7097
14,4,4,0,43887,36508,41698,4,20,60,38.0,0.8319,0.8755,2,0.6244
11,4,11,1,44499,6786,82699,14,29,315,21.7,0.1525,0.0821,0,0.3812
2,1,9,0,71770,55366,75256,12,23,363,36.4,0.7714,0.7357,2,0.3771
12,4,2,1,57949,9586,33754,9,13,86,11.4,0.1654,0.284,0,0.4991
2,4,6,0,75671,21092,108206,8,20,437,38.5,0.2787,0.1949,0,0.2967
20,3,9,1,66997,8699,56242,10,15,238,30.6,0.1298,0.1547,0,0.4814
11,5,5,0,62205,40256,50795,2,29,99,27.6,0.6472,0.7925,1,0.4996
12,1,9,1,89083,50250,143022,6,29,411,35.2,0.5641,0.3513,1,0.4893
7,5,12,2,14957,8104,23537,4,5,483,9.3,0.5418,0.3443,1,0.6196
4,3,8,1,50551,3810,107456,10,27,111,27.6,0.0754,0.0355,0,0.3976
14,2,4,0,68694,31470,148971,15,12,341,17.2,0.4581,0.2112,0,0.3784
1,6,3,3,12303,8329,14918,11,2,170,28.4,0.677,0.5583,1,0.7639
23,0,8,3,52232,26970,123784,3,11,156,32.7,0.5164,0.2179,1,0.7662
6,0,10,4,49185,28490,113798,6,5,392,22.8,0.5792,0.2504,1,0.7021
20,4,11,2,95155,82862,135741,15,10,129,19.9,0.8708,0.6104,2,0.7506
16,5,3,0,76309,8802,141161,1,20,447,11.2,0.1153,0.0624,0,0.2746
17,4,4,0,98591,85509,240684,13,28,18,28.7,0.8673,0.3553,2,0.4509
5,5,3,0,32788,20872,25899,16,29,416,6.6,0.6366,0.8059,1,0.2498
0,5,11,4,80424,62252,117559,5,11,490,10.1,0.774,0.5295,2,0.6719
18,4,4,1,54100,46579,39872,12,21,310,38.1,0.861,1.1682,2,0.6012
8,1,9,1,35311,3562,69216,2,4,159,18.5,0.1009,0.0515,0,0.6553
23,1,1,0,1707,1265,3207,1,29,254,23.3,0.7411,0.3944,1,0.4555
13,0,11,1,69732,34762,135979,15,6,302,8.7,0.4985,0.2556,0,0.5459
20,0,11,0,35554,8635,71487,19,14,103,37.7,0.2429,0.1208,0,0.3393
23,5,8,0,57328,53783,31176,6,19,178,26.5,0.9382,1.7251,3,0.5954
12,6,6,4,9138,7475,10129,6,26,236,37.6,0.818,0.738,2,0.6287
17,2,12,1,50805,20144,54003,17,29,402,33.7,0.3965,0.373,0,0.3296
20,3,6,4,89324,62216,176885,16,3,29,16.9,0.6965,0.3517,1,0.7239
4,0,8,0,68572,25792,90261,5,29,172,29.9,0.3761,0.2857,0,0.386
21,6,1,0,28899,14916,57475,10,14,195,28.1,0.5161,0.2595,1,0.4571
16,0,4,1,37620,29387,90208,8,10,361,34.3,0.7812,0.3258,2,0.6507
7,5,9,2,34003,12873,73740,5,8,490,20.6,0.3786,0.1746,0,0.5648
13,4,4,0,8579,4980,19876,4,12,218,29.9,0.5805,0.2506,1,0.5396
3,3,2,2,68668,42467,35025,17,16,105,5.5,0.6184,1.2125,1,0.6142
10,5,11,0,57524,22418,68988,19,7,409,37.7,0.3897,0.325,0,0.3018
12,6,11,2,14452,4142,9691,19,2,392,32.5,0.2866,0.4274,0,0.4187
19,6,7,0,54700,17408,35634,3,29,69,37.3,0.3182,0.4885,0,0.4558
9,1,10,0,77247,31111,78211,18,22,68,31.3,0.4027,0.3978,0,0.3361
12,1,3,3,28918,12509,49179,14,11,310,5.1,0.4326,0.2544,0,0.5044
2,4,12,1,972,709,1310,3,9,406,6.4,0.7294,0.5412,1,0.7005
16,0,6,1,89223,31862,71816,1,14,479,26.5,0.3571,0.4437,0,0.5769
18,4,1,0,89914,63297,193398,4,7,449,28.9,0.704,0.3273,1,0.5369
15,5,9,0,77662,36014,58538,11,10,119,14.7,0.4637,0.6152,0,0.4998
21,2,11,1,85847,33330,198124,3,21,246,34.2,0.3882,0.1682,0,0.5902
12,5,5,1,38267,13298,21478,7,10,331,15.2,0.3475,0.6191,0,0.5863
11,1,1,1,2331,1773,3068,19,21,340,25.1,0.7606,0.5779,2,0.5294
14,3,2,4,33162,14757,79229,9,13,422,27.2,0.445,0.1863,0,0.5781
9,5,9,3,80488,42123,66529,6,20,9,27.6,0.5233,0.6332,1,0.7113
11,3,9,2,71695,39806,115429,17,8,160,22.5,0.5552,0.3449,1,0.6501
13,3,1,3,17302,16144,39746,16,12,262,6.5,0.9331,0.4062,3,0.588
5,5,5,4,97167,41912,118143,8,24,26,32.9,0.4313,0.3548,0,0.5353
7,2,6,1,94599,86673,57797,8,2,338,22.2,0.9162,1.4996,3,0.7692
10,5,6,1,73017,59509,100592,3,4,244,18.4,0.815,0.5916,2,0.796
8,3,7,0,20815,9483,50920,6,22,170,38.5,0.4556,0.1862,0,0.4292
3,3,5,0,99376,4100,207928,18,6,393,20.1,0.0413,0.0197,0,0.2138
7,4,9,2,86290,64589,190991,18,22,109,12.7,0.7485,0.3382,1,0.5593
22,4,1,4,83838,57788,90289,12,12,397,15.0,0.6893,0.64,1,0.5776
2,0,11,1,12468,2597,19615,9,14,244,29.1,0.2083,0.1324,0,0.4736
20,0,1,1,57855,17343,137118,1,20,278,16.8,0.2998,0.1265,0,0.5744
11,4,10,1,56762,39238,135416,16,9,233,36.5,0.6913,0.2898,1,0.6439
8,6,5,0,53041,14290,84008,12,22,27,14.4,0.2694,0.1701,0,0.3616
2,5,3,1,66309,31227,150244,19,26,239,21.7,0.4709,0.2078,0,0.3793
14,3,12,0,2960,400,3298,8,13,214,22.0,0.1351,0.1213,0,0.3091
13,0,11,0,45456,2967,57219,12,11,86,10.6,0.0653,0.0519,0,0.3485
10,5,4,1,98588,67545,152155,19,22,317,29.8,0.6851,0.4439,1,0.4525
19,3,3,3,92718,61112,190868,3,15,460,8.6,0.6591,0.3202,1,0.6225
11,1,7,3,14306,3315,34682,19,16,327,33.3,0.2317,0.0956,0,0.4145
10,2,10,0,29823,4885,72384,1,3,300,16.9,0.1638,0.0675,0,0.4948
8,1,1,3,43820,36113,100172,7,29,327,16.3,0.8241,0.3605,2,0.5608
5,4,12,3,34190,20001,78558,15,6,154,11.4,0.585,0.2546,1,0.7038
12,5,11,2,86450,56825,68513,6,2,441,25.4,0.6573,0.8294,1,0.6704
21,1,9,0,37273,18503,82410,16,18,213,24.0,0.4964,0.2245,0,0.3896
14,4,9,1,90760,83735,45710,12,19,499,34.7,0.9226,1.8319,3,0.5411
15,5,5,3,65744,38031,70817,16,5,116,30.2,0.5785,0.537,1,0.6202
19,2,11,0,2709,819,6707,16,5,90,39.0,0.3023,0.1221,0,0.4713
0,3,1,0,36810,17032,91185,11,3,482,16.5,0.4627,0.1868,0,0.4158
9,1,12,0,99182,22246,111153,12,9,236,30.9,0.2243,0.2001,0,0.3695
15,0,10,0,70322,52970,142474,4,13,239,38.5,0.7532,0.3718,2,0.5834
18,1,4,3,33877,14081,33810,1,9,210,5.1,0.4157,0.4165,0,0.6844
2,4,9,0,55973,6422,131819,1,21,311,17.6,0.1147,0.0487,0,0.3369
8,2,5,3,8747,6213,15037,11,11,116,21.3,0.7103,0.4132,1,0.6699
22,0,2,1,17051,7802,29555,18,10,466,9.2,0.4576,0.264,0,0.4487
11,3,2,3,51504,16643,126455,11,24,415,29.2,0.3231,0.1316,0,0.3938
23,4,1,2,51831,37528,38897,19,27,378,6.0,0.724,0.9648,1,0.4731
22,4,9,0,53941,15311,100548,1,8,395,37.5,0.2838,0.1523,0,0.4465
12,1,2,0,20858,14082,44462,9,27,8,35.8,0.6751,0.3167,1,0.5166
22,2,3,0,51633,24802,51479,3,5,341,5.2,0.4804,0.4818,0,0.5104
6,2,4,2,91061,19896,183984,3,18,8,25.1,0.2185,0.1081,0,0.5504
9,1,12,1,26336,14552,39778,2,4,121,29.6,0.5526,0.3658,1,0.7491
1,0,5,0,19556,12303,39259,10,21,27,7.1,0.6291,0.3134,1,0.5137
10,3,4,1,37243,18184,36273,18,16,8,17.3,0.4883,0.5013,0,0.5364
12,1,7,1,81258,62000,86815,6,7,180,27.8,0.763,0.7142,2,0.7935
12,4,3,4,23648,21468,23294,3,26,139,35.3,0.9078,0.9216,3,0.7475
12,2,6,3,58419,17741,87469,19,22,343,33.6,0.3037,0.2028,0,0.304
11,4,7,4,57848,17858,40780,13,8,99,24.7,0.3087,0.4379,0,0.5989
18,0,11,1,54292,33228,132063,19,29,214,24.4,0.612,0.2516,1,0.4584
7,2,7,1,71392,51849,131410,3,29,18,31.5,0.7263,0.3946,1,0.6661
18,5,8,1,76437,59917,141772,6,14,450,5.1,0.7839,0.4226,2,0.6111
19,1,7,0,10700,9947,9459,13,18,267,18.1,0.9296,1.0516,3,0.5759
14,5,5,4,93533,22715,212424,9,26,405,32.3,0.2429,0.1069,0,0.407
7,1,7,0,11130,6304,11837,3,3,481,30.7,0.5664,0.5326,1,0.4743
17,0,3,1,42105,14285,69339,11,16,384,27.7,0.3393,0.206,0,0.4595
3,0,8,1,48959,16543,109801,9,3,343,21.5,0.3379,0.1507,0,0.6221
8,6,2,0,48711,44358,120188,19,27,483,21.7,0.9106,0.3691,3,0.3376
0,4,2,1,49958,10612,47918,14,22,441,31.5,0.2124,0.2215,0,0.3863
23,0,9,1,17926,7114,33473,17,28,420,30.3,0.3969,0.2125,0,0.3577
10,4,4,0,70321,38620,152406,9,9,306,33.5,0.5492,0.2534,1,0.5039
13,4,6,0,90687,45887,190208,19,15,364,38.1,0.506,0.2412,1,0.2928
22,4,12,2,12447,10259,20451,17,19,316,30.5,0.8242,0.5016,2,0.5618
14,4,12,0,21860,3826,53771,6,4,301,21.5,0.175,0.0712,0,0.3607
5,4,6,1,6814,1927,16931,5,27,168,32.9,0.2828,0.1138,0,0.5109
12,6,2,0,37215,9911,34793,4,18,475,13.2,0.2663,0.2849,0,0.3423
10,3,2,4,3357,182,4633,1,23,198,13.9,0.0542,0.0393,0,0.4885
2,0,5,1,50263,25577,91293,1,20,271,12.3,0.5089,0.2802,1,0.6057
16,4,4,3,86395,34166,167179,11,4,79,34.9,0.3955,0.2044,0,0.6269
13,1,11,0,20420,16739,42176,7,15,458,20.8,0.8197,0.3969,2,0.5442
6,6,9,4,31471,14792,70765,6,20,171,25.0,0.47,0.209,0,0.6046
10,0,8,2,73337,45612,117551,5,23,29,18.4,0.622,0.388,1,0.6901
13,0,6,0,1275,256,2132,17,28,321,33.7,0.2008,0.1201,0,0.1739
2,6,11,4,94780,86641,60390,1,28,161,13.1,0.9141,1.4347,3,0.7442
23,0,11,2,70401,14799,137439,8,19,473,11.0,0.2102,0.1077,0,0.4401
3,5,2,0,86149,43814,107610,3,17,440,17.6,0.5086,0.4072,1,0.458
15,1,6,2,77270,58372,39747,13,12,339,13.6,0.7554,1.4686,2,0.6333
3,6,3,1,63196,51817,88836,19,19,98,14.4,0.8199,0.5833,2,0.641
23,6,11,0,49143,16370,44506,1,4,9,18.9,0.3331,0.3678,0,0.5874
3,1,2,3,52627,38749,52979,11,16,48,19.9,0.7363,0.7314,1,0.722
20,1,3,0,21989,12004,12511,5,2,271,23.8,0.5459,0.9595,1,0.5345
4,6,8,0,36021,30959,73963,1,12,239,24.7,0.8595,0.4186,2,0.6513
8,5,9,4,94526,8511,134318,17,22,227,39.0,0.09,0.0634,0,0.3259
3,3,12,0,76631,49021,169415,18,18,309,8.4,0.6397,0.2894,1,0.364
6,4,7,3,67762,23879,147164,16,28,87,6.3,0.3524,0.1623,0,0.4385
22,4,5,2,39937,34579,76063,5,21,265,39.9,0.8658,0.4546,2,0.7233
0,2,7,0,35322,17655,83474,17,28,112,37.7,0.4998,0.2115,0,0.3006
4,6,6,4,22712,21992,45995,18,13,68,26.8,0.9683,0.4781,3,0.7097
1,6,10,0,53064,40166,55409,2,24,307,31.7,0.7569,0.7249,2,0.4969
6,3,3,1,33144,18141,54390,9,3,418,27.0,0.5473,0.3335,1,0.6649
12,5,7,0,95408,18203,116376,5,22,485,13.7,0.1908,0.1564,0,0.2314
18,2,7,0,6693,2307,12148,6,15,48,30.4,0.3447,0.1899,0,0.5142
3,3,1,1,46506,42700,30013,17,14,493,26.1,0.9182,1.4227,3,0.5346
15,4,11,3,61848,34970,48144,15,8,80,32.6,0.5654,0.7264,1,0.6612
5,3,8,0,73091,22748,42547,11,27,92,5.2,0.3112,0.5347,0,0.3328
5,4,11,0,21357,8933,47918,15,7,56,37.1,0.4183,0.1864,0,0.4173
0,0,10,2,36060,12965,49530,13,12,497,19.0,0.3595,0.2618,0,0.4338
10,1,6,1,42226,20542,47069,2,21,162,5.2,0.4865,0.4364,0,0.6589
17,2,1,1,83137,46683,57825,8,9,3,12.9,0.5615,0.8073,1,0.7133
21,5,10,0,82233,20505,87259,9,23,7,6.4,0.2494,0.235,0,0.3653
22,5,3,4,90856,64614,107819,9,20,473,29.8,0.7112,0.5993,1,0.5525
16,6,9,0,10808,8684,17160,14,14,186,38.8,0.8035,0.5061,2,0.4346
6,3,7,1,90540,23228,179159,9,26,76,8.5,0.2565,0.1297,0,0.5111
18,2,8,0,15227,4085,28722,17,7,32,24.9,0.2683,0.1422,0,0.4136
23,2,6,2,79165,39396,69329,8,20,391,19.5,0.4976,0.5682,0,0.5537
