disaster_type,people_count,children_count,elderly_count,injured_count,critical_count,time_elapsed_min,weather_severity,location_accessibility,flood_risk_score,landslide_risk_score,available_teams,nearest_team_dist_km,priority_score,priority_class
2,158,79,30,64,31,15.7,3,3,0.9574,0.6875,11,1.88,0.9242,3
0,124,3,0,54,35,8.1,1,2,0.7072,0.4018,6,5.37,0.6811,2
1,26,7,2,22,12,3.6,2,2,0.9481,0.5743,14,44.33,0.5124,1
4,177,19,3,131,55,37.0,1,3,0.2816,0.6686,0,19.36,0.707,2
2,113,23,14,8,2,9.9,1,0,0.8619,0.3814,0,20.49,0.5771,1
6,17,9,6,9,1,0.6,0,2,0.4177,0.9206,9,0.56,0.2637,0
0,138,37,7,19,0,2.8,2,1,0.4871,0.1143,6,14.94,0.6009,2
4,135,8,2,47,25,34.8,0,1,0.8852,0.2761,19,41.75,0.642,2
5,63,9,22,30,8,22.5,0,3,0.9547,0.7788,14,2.58,0.538,1
0,86,25,24,11,0,74.5,2,0,0.2954,0.9649,17,5.89,0.6587,2
2,185,65,17,80,20,37.6,2,0,0.5351,0.1439,2,11.1,0.8288,3
6,125,0,21,70,23,7.4,1,3,0.7207,0.8894,11,4.78,0.6178,2
6,40,0,0,22,5,84.8,0,3,0.3341,0.3154,14,2.37,0.3669,1
4,83,2,21,29,1,81.9,0,2,0.1233,0.2739,9,2.14,0.5795,1
2,2,0,0,1,0,45.3,0,1,0.4509,0.5568,18,2.06,0.2694,0
7,196,8,17,30,5,57.3,1,3,0.9399,0.5017,1,5.36,0.6086,2
0,44,14,1,22,3,36.2,1,0,0.5005,0.6046,8,2.31,0.4259,1
4,184,60,60,45,7,11.0,1,0,0.988,0.9358,11,10.66,0.619,2
2,129,14,38,19,2,45.6,0,3,0.4236,0.2895,9,0.8,0.7032,2
3,144,33,57,46,1,39.3,3,0,0.6976,0.1684,16,8.58,0.6567,2
4,173,43,2,26,2,18.8,1,0,0.9329,0.1818,2,15.89,0.5202,1
1,121,5,18,58,3,4.2,1,3,0.3894,0.8891,0,3.65,0.6699,2
5,187,38,7,119,30,8.5,2,0,0.5967,0.8329,7,16.56,0.6633,2
1,2,0,0,0,0,16.6,0,0,0.0101,0.4023,3,9.34,0.2416,0
5,145,18,2,59,7,47.4,0,0,0.9661,0.7366,15,2.35,0.5239,1
1,199,17,51,104,30,69.2,1,1,0.8641,0.1021,12,9.6,0.851,3
5,136,49,29,39,6,45.3,1,2,0.4588,0.9875,15,3.4,0.6676,2
1,42,7,1,12,0,22.5,1,0,0.2725,0.0935,11,6.69,0.3312,0
7,23,4,7,13,4,80.6,0,1,0.5226,0.2122,8,15.96,0.355,1
0,134,53,51,34,3,1.8,1,0,0.2001,0.7778,11,5.5,0.6388,2
0,138,28,53,38,19,7.7,0,0,0.6807,0.4261,1,3.96,0.7389,2
0,31,0,7,17,3,101.7,1,0,0.9021,0.99,8,6.65,0.44,1
1,196,13,16,28,2,69.0,2,2,0.3144,0.5551,13,4.98,0.7272,2
0,105,48,25,64,37,20.2,2,3,0.7104,0.2841,6,11.98,0.8126,3
5,150,0,36,50,6,12.6,2,1,0.2585,0.7285,3,1.02,0.6184,2
2,83,7,2,33,0,1.6,0,2,0.5541,0.3765,15,0.14,0.4576,1
2,53,18,13,23,7,1.1,2,1,0.2335,0.7538,9,16.16,0.5237,1
6,172,87,53,132,9,8.2,2,1,0.1033,0.3854,18,33.84,0.6154,2
2,120,45,7,49,12,15.1,1,1,0.1556,0.517,3,2.8,0.7409,2
4,5,2,3,1,0,22.1,3,3,0.9842,0.2768,12,14.05,0.3506,1
6,47,2,2,20,11,5.3,1,2,0.4765,0.5168,16,6.2,0.3611,1
5,20,1,2,1,0,11.4,0,0,0.6588,0.9771,3,2.66,0.2233,0
1,145,48,4,125,55,16.3,0,1,0.1127,0.9574,1,65.0,0.7715,2
6,87,5,3,26,0,13.4,0,3,0.9421,0.959,12,7.08,0.4046,1
3,68,22,8,15,2,4.5,2,3,0.5039,0.1364,8,14.65,0.5626,1
7,133,13,44,57,17,26.1,0,3,0.4859,0.7098,4,14.52,0.7269,2
1,183,87,23,103,40,10.2,2,3,0.1792,0.4517,14,6.76,0.929,3
1,161,36,0,44,8,10.4,0,1,0.0477,0.0836,4,7.45,0.5925,1
3,92,17,30,46,0,45.4,1,1,0.2388,0.5907,5,4.15,0.5786,1
5,136,22,32,7,0,12.1,1,0,0.0267,0.5152,2,0.47,0.5469,1
0,12,4,2,3,1,58.6,2,2,0.4466,0.2245,11,47.16,0.4697,1
1,144,42,25,44,24,2.7,1,0,0.8204,0.4901,7,2.87,0.7102,2
2,87,15,22,26,0,0.3,0,0,0.5152,0.2559,0,20.83,0.5607,1
5,16,2,4,5,0,7.1,1,2,0.6959,0.6088,12,11.44,0.3277,0
1,103,9,21,4,0,1.7,2,3,0.6621,0.0729,19,51.02,0.7153,2
4,59,4,1,29,12,6.9,1,1,0.3551,0.7933,17,12.23,0.4433,1
3,12,0,0,1,0,15.1,1,2,0.7893,0.7008,10,4.12,0.3393,0
5,80,0,28,41,14,0.9,1,3,0.6227,0.1637,15,11.33,0.7097,2
3,197,30,34,86,17,40.0,2,0,0.8992,0.651,10,14.88,0.7578,2
5,72,3,23,43,0,48.9,0,1,0.7414,0.9276,0,10.48,0.4986,1
2,166,65,47,89,1,39.4,0,0,0.8173,0.4039,8,1.06,0.5964,1
7,92,4,11,48,8,26.8,3,2,0.3132,0.9301,13,15.87,0.5544,1
0,102,1,49,70,35,14.0,1,0,0.1635,0.7792,12,8.39,0.7593,2
5,91,2,24,34,19,61.8,0,2,0.3962,0.2058,2,4.53,0.6661,2
7,153,73,16,56,19,25.9,2,0,0.7718,0.8983,3,0.78,0.665,2
3,137,29,40,51,8,72.9,0,2,0.0938,0.8468,1,0.23,0.7193,2
5,175,25,4,35,7,1.3,3,0,0.3942,0.3976,5,29.2,0.5553,1
7,21,9,2,5,1,10.8,0,2,0.5418,0.7093,2,13.12,0.2991,0
0,35,7,9,7,0,19.0,1,1,0.3543,0.2777,7,7.38,0.3781,1
6,103,21,10,28,7,32.7,2,3,0.5847,0.3709,8,7.8,0.6623,2
2,155,10,20,15,2,49.0,2,3,0.4596,0.4567,8,6.03,0.7384,2
5,143,54,9,54,5,8.9,1,0,0.1873,0.1457,1,16.67,0.5921,1
3,90,11,10,22,13,10.4,0,0,0.6325,0.1456,6,0.91,0.5657,1
3,31,5,0,4,1,11.0,1,0,0.0799,0.5591,10,1.99,0.3081,0
1,148,57,12,89,13,136.0,3,2,0.9474,0.6448,17,1.41,0.8629,3
7,20,0,0,6,1,4.8,0,1,0.6699,0.3844,11,5.15,0.1704,0
2,46,21,5,33,9,1.0,2,2,0.76,0.1936,15,6.53,0.5759,1
7,128,66,10,88,44,3.4,2,0,0.6706,0.2999,3,0.84,0.6307,2
4,184,46,25,145,18,68.3,2,2,0.9663,0.2204,15,30.59,0.8224,3
2,34,1,4,12,3,42.2,0,2,0.9435,0.7219,9,6.81,0.4138,1
5,9,1,1,5,2,2.0,3,2,0.3539,0.8722,13,2.86,0.3593,1
4,75,7,5,23,7,37.0,0,0,0.4983,0.0998,4,15.89,0.4646,1
3,62,2,5,15,1,22.4,0,2,0.9753,0.9461,7,4.91,0.3964,1
6,44,10,9,14,0,27.1,1,1,0.5018,0.3079,19,6.36,0.3053,0
6,96,15,19,28,5,25.6,2,0,0.8866,0.3554,19,16.54,0.5783,1
5,168,26,83,69,17,11.7,0,2,0.8207,0.6164,0,1.39,0.74,2
0,87,0,5,59,12,2.5,1,1,0.1668,0.4197,9,8.88,0.6217,2
2,43,18,9,12,5,5.9,0,1,0.3328,0.1832,5,4.49,0.5216,1
4,41,19,0,6,3,6.9,0,3,0.967,0.4593,2,4.72,0.3998,1
0,124,27,16,78,22,44.8,0,3,0.233,0.9682,17,4.47,0.9066,3
0,7,2,1,1,0,44.5,1,3,0.5286,0.9917,10,11.94,0.4409,1
4,90,15,8,41,1,149.7,0,2,0.7088,0.7198,19,8.18,0.5797,1
4,93,16,2,39,4,2.6,1,2,0.644,0.7216,14,8.51,0.5303,1
4,28,4,3,8,2,35.7,0,2,0.9652,0.9911,9,11.64,0.3634,1
4,116,39,16,77,17,16.9,2,1,0.1799,0.2109,2,6.17,0.7688,2
2,197,38,57,54,0,1.7,1,0,0.0065,0.7943,9,24.82,0.5543,1
6,174,11,10,12,0,13.1,0,3,0.1923,0.0606,19,3.06,0.5068,1
5,76,18,6,46,5,11.4,2,1,0.8731,0.3478,12,1.24,0.5299,1
0,107,23,27,58,3,10.3,0,0,0.1811,0.535,6,2.65,0.5954,1
7,155,47,12,39,5,44.2,3,0,0.7751,0.4997,8,22.34,0.6473,2
2,95,16,6,16,1,50.8,0,3,0.2087,0.6715,5,3.32,0.6927,2
0,186,0,38,66,23,37.4,0,1,0.0231,0.9061,0,11.23,0.7642,2
0,57,13,7,27,6,5.5,0,1,0.6333,0.2415,9,6.03,0.4721,1
0,160,12,44,19,3,24.8,2,2,0.5199,0.6676,6,4.54,0.672,2
6,162,0,41,101,9,64.9,0,2,0.614,0.8552,9,15.54,0.6928,2
0,177,78,1,85,12,36.7,0,0,0.6503,0.7279,8,12.94,0.7024,2
1,4,0,0,3,0,4.1,1,3,0.1865,0.4933,16,18.97,0.3451,0
3,77,10,17,56,2,29.5,1,2,0.2981,0.0852,9,5.02,0.5523,1
7,81,1,0,29,1,4.5,3,1,0.1963,0.1698,6,2.13,0.4268,1
3,72,21,14,21,14,26.4,1,0,0.3437,0.2815,9,4.44,0.6214,2
0,78,3,7,42,9,27.7,2,1,0.4646,0.8542,11,0.79,0.5368,1
6,42,5,9,34,22,27.1,0,1,0.8815,0.7104,8,0.28,0.5095,1
5,152,66,6,26,1,3.1,0,3,0.212,0.4144,10,16.26,0.6022,2
1,91,1,8,17,0,63.5,1,1,0.5202,0.4139,12,1.75,0.5788,1
5,2,0,0,0,0,8.2,2,1,0.5391,0.166,0,1.58,0.2502,0
4,173,21,1,54,1,12.1,0,1,0.8697,0.0698,13,13.99,0.5246,1
1,135,56,9,4,1,17.3,1,3,0.0293,0.7975,13,9.12,0.6636,2
6,18,0,1,5,2,10.8,2,0,0.1611,0.8188,12,5.41,0.1889,0
2,108,2,13,76,4,62.3,0,1,0.7356,0.7989,3,13.83,0.6281,2
2,24,7,16,10,0,16.0,3,3,0.2709,0.6356,11,3.58,0.5498,1
5,78,24,21,18,0,23.2,0,0,0.8215,0.6014,16,2.0,0.5224,1
6,108,51,9,39,0,37.3,0,1,0.4875,0.1834,11,1.44,0.5967,1
5,13,3,1,7,1,27.0,3,2,0.8338,0.007,17,18.03,0.356,1
6,156,94,10,12,0,31.2,2,3,0.6489,0.1898,5,2.3,0.6588,2
5,1,0,0,0,0,40.4,1,0,0.6095,0.0651,0,9.24,0.2518,0
1,142,2,43,109,0,115.8,0,0,0.7466,0.2487,16,4.19,0.6476,2
2,196,11,25,23,3,37.9,0,0,0.4392,0.8146,4,10.67,0.6498,2
7,22,0,0,10,0,10.8,0,2,0.5749,0.8957,5,25.12,0.2662,0
2,14,2,2,1,0,76.9,1,2,0.1897,0.7696,14,0.51,0.4169,1
3,121,13,7,39,23,77.5,1,0,0.8774,0.2605,4,5.33,0.6904,2
7,31,5,2,8,0,1.6,1,2,0.3625,0.1148,10,12.01,0.3006,0
2,38,2,6,8,2,1.2,1,3,0.3681,0.0319,12,7.42,0.4879,1
3,17,6,10,8,2,45.5,0,2,0.4417,0.7053,8,15.33,0.4005,1
2,59,6,16,7,1,2.4,0,2,0.5392,0.8717,1,34.75,0.5117,1
6,91,12,0,3,0,28.2,3,0,0.1127,0.494,2,11.69,0.3871,1
2,109,10,32,52,7,20.7,0,2,0.0592,0.556,5,9.0,0.7175,2
1,129,60,75,21,2,19.7,1,1,0.1566,0.0176,19,5.33,0.6698,2
5,116,17,16,38,13,11.7,1,0,0.2584,0.4247,5,9.39,0.6121,2
2,51,15,9,6,1,33.8,2,0,0.2519,0.5592,0,2.82,0.5056,1
7,198,52,11,155,20,8.7,2,2,0.8411,0.4911,8,1.26,0.7741,2
5,151,27,6,103,41,28.1,3,1,0.3978,0.09,0,1.69,0.7163,2
4,112,23,13,37,1,30.0,2,2,0.2217,0.2291,3,26.95,0.6497,2
5,198,11,29,56,6,103.4,0,2,0.2932,0.4195,11,17.95,0.7359,2
2,118,17,3,72,12,46.1,2,0,0.3019,0.3338,11,22.19,0.6312,2
2,21,3,11,11,0,94.4,0,2,0.7891,0.6532,18,5.92,0.4286,1
4,8,1,1,4,0,61.2,2,1,0.797,0.9685,16,21.24,0.3173,0
3,69,22,4,10,1,1.3,1,2,0.6261,0.5675,4,0.43,0.5409,1
0,26,4,1,1,0,4.3,0,1,0.614,0.2292,9,13.57,0.3364,0
0,162,6,2,51,16,101.0,2,0,0.9642,0.6909,0,3.75,0.6804,2
6,197,77,8,88,69,73.0,2,2,0.0253,0.7836,15,0.84,0.8176,3
4,156,74,12,60,14,21.1,1,1,0.2045,0.4779,15,3.16,0.722,2
7,95,9,11,9,6,3.9,0,3,0.7665,0.7962,6,4.01,0.5297,1
5,38,3,4,11,3,13.2,0,0,0.541,0.1443,12,0.89,0.2995,0
4,157,84,7,50,1,29.3,0,1,0.1118,0.1934,8,2.54,0.5942,1
6,152,11,15,73,2,6.1,0,3,0.0612,0.3414,14,8.39,0.5785,1
6,56,0,13,37,7,127.3,2,0,0.3016,0.9642,5,4.27,0.5789,1
7,190,67,61,150,0,5.9,0,0,0.8819,0.0321,0,10.26,0.5148,1
0,187,115,27,134,16,20.3,0,0,0.3231,0.6973,11,8.61,0.7244,2
2,114,14,35,49,2,2.7,0,0,0.5788,0.5646,15,17.29,0.6237,2
7,56,3,14,16,7,36.9,3,0,0.4164,0.801,16,2.72,0.5202,1
2,72,0,32,35,4,48.7,0,3,0.5941,0.518,8,0.51,0.7036,2
6,167,13,18,42,5,13.9,1,2,0.9627,0.84,5,4.14,0.5236,1
6,54,1,2,14,5,70.1,0,0,0.7197,0.9484,6,47.64,0.4002,1
7,182,54,4,14,7,0.3,1,1,0.6676,0.6165,3,5.92,0.637,2
0,43,1,26,14,1,9.6,0,1,0.261,0.3786,3,24.17,0.4224,1
5,76,2,4,68,13,18.7,0,1,0.4329,0.9035,18,0.13,0.4888,1
1,21,4,2,11,0,68.5,0,0,0.2997,0.1379,5,5.14,0.3498,0
2,68,9,4,25,5,27.5,0,2,0.643,0.0865,2,12.24,0.5813,1
5,37,3,0,17,2,29.8,2,0,0.0444,0.7663,1,5.21,0.2951,0
4,137,1,40,45,2,20.5,3,1,0.1231,0.0315,4,5.56,0.6397,2
0,154,33,31,104,1,39.8,0,2,0.5783,0.2342,18,44.6,0.6496,2
3,5,0,0,1,0,35.8,0,1,0.1455,0.0069,5,11.72,0.2555,0
5,150,10,18,46,12,23.9,2,1,0.6653,0.6346,3,18.78,0.645,2
2,64,35,35,18,1,5.5,2,0,0.6528,0.4564,4,4.69,0.5475,1
4,65,46,1,23,3,38.6,2,3,0.2739,0.582,16,0.34,0.6437,2
5,66,20,0,39,13,30.9,0,1,0.6613,0.7246,2,1.07,0.5256,1
4,39,5,0,5,0,32.4,0,2,0.4354,0.9592,0,8.74,0.3696,1
0,81,9,12,59,3,19.1,1,2,0.5089,0.7913,6,2.31,0.5856,1
2,5,0,1,2,0,26.7,0,0,0.2609,0.5943,9,6.18,0.3184,0
7,150,8,5,25,9,18.8,2,1,0.8204,0.963,5,0.37,0.5442,1
5,124,51,17,35,1,12.3,2,1,0.0208,0.2658,15,3.13,0.6091,2
4,23,11,3,8,0,15.4,0,1,0.439,0.5119,14,38.3,0.2659,0
3,106,28,17,39,9,15.8,0,1,0.247,0.1387,6,19.96,0.7071,2
6,103,24,9,34,6,8.6,0,3,0.5694,0.0385,16,33.93,0.6104,2
2,130,57,4,42,11,22.2,3,1,0.4905,0.854,6,6.06,0.77,2
1,133,48,38,104,38,11.7,2,3,0.5171,0.7811,1,19.12,0.8583,3
5,107,57,18,16,3,5.0,0,0,0.9285,0.9602,10,5.55,0.5458,1
6,125,10,4,5,0,21.8,2,0,0.9091,0.1651,19,32.03,0.4711,1
1,172,64,72,29,7,23.4,2,3,0.2588,0.1945,18,9.06,0.7394,2
2,175,15,28,43,2,0.6,0,1,0.3871,0.4617,17,22.77,0.6272,2
6,70,1,5,16,2,36.2,1,0,0.4107,0.1673,12,4.59,0.4142,1
1,61,16,1,13,8,3.2,0,3,0.0383,0.0804,16,11.58,0.5639,1
0,13,3,1,2,0,4.8,2,1,0.4115,0.9533,3,53.98,0.3707,1
0,30,13,10,6,1,25.4,2,2,0.0613,0.9026,12,14.85,0.5184,1
7,176,7,34,33,3,31.8,1,3,0.2029,0.4682,0,8.32,0.6542,2
2,185,23,52,124,36,67.1,1,3,0.9697,0.6795,18,13.16,0.9104,3
3,33,9,7,14,4,1.1,0,2,0.3863,0.3961,5,19.32,0.4055,1
2,83,2,11,41,2,7.0,0,1,0.0602,0.5811,6,2.05,0.5074,1
1,146,23,13,40,7,27.5,1,0,0.6991,0.3073,4,3.8,0.6467,2
1,37,2,9,14,0,11.7,0,2,0.4883,0.491,19,7.9,0.3931,1
4,64,11,3,28,16,41.8,0,0,0.1055,0.6404,14,11.1,0.5044,1
7,139,44,36,18,12,51.5,1,1,0.8604,0.9538,15,6.36,0.6447,2
4,59,4,3,11,0,9.0,1,1,0.2578,0.1328,5,12.99,0.4106,1
0,121,24,4,105,8,23.5,2,0,0.0123,0.1725,5,3.12,0.637,2
7,78,17,27,28,6,0.6,0,2,0.5127,0.788,15,3.72,0.5898,1
5,5,0,0,2,0,17.1,1,3,0.5725,0.9011,9,1.75,0.2835,0
7,1,0,0,0,0,1.6,0,2,0.5402,0.3854,1,23.77,0.1913,0
4,90,19,52,43,2,81.3,2,0,0.0986,0.7242,7,19.94,0.6425,2
2,153,4,55,35,1,5.2,1,3,0.7604,0.9412,18,3.46,0.7182,2
0,171,29,11,69,30,96.8,0,1,0.7382,0.6382,8,3.5,0.7666,2
4,22,1,2,15,1,85.0,2,3,0.4657,0.9528,5,5.76,0.3477,0
2,36,5,7,14,0,13.6,2,3,0.5546,0.2166,15,1.15,0.4883,1
7,78,6,19,52,3,63.3,0,0,0.3334,0.6883,11,4.43,0.479,1
3,3,0,0,1,0,83.0,2,0,0.2648,0.6315,3,9.24,0.3428,0
3,122,29,8,92,28,17.1,0,2,0.4794,0.8768,3,10.04,0.7056,2
7,82,0,5,21,1,4.3,2,0,0.1879,0.9547,19,4.62,0.4616,1
1,62,1,17,8,1,3.9,2,3,0.3054,0.6688,11,1.1,0.5606,1
5,55,23,8,25,2,86.6,0,1,0.6934,0.2338,8,1.29,0.4547,1
2,80,7,14,28,6,96.6,0,0,0.208,0.5641,8,4.5,0.6325,2
4,51,10,12,16,2,10.3,2,3,0.5942,0.1097,19,28.82,0.4691,1
5,19,1,2,1,0,0.0,2,3,0.4603,0.2615,18,2.68,0.3331,0
4,65,6,14,30,10,9.6,2,3,0.0369,0.02,17,1.58,0.6722,2
0,134,3,12,49,18,72.1,1,0,0.3993,0.4832,5,3.83,0.7131,2
3,44,15,5,12,1,17.3,2,1,0.1823,0.6018,7,0.11,0.4419,1
4,158,103,28,44,5,17.5,3,1,0.487,0.105,12,0.29,0.6773,2
2,195,4,25,94,33,15.6,0,1,0.0114,0.7005,6,14.7,0.7335,2
6,130,20,20,35,2,35.2,0,1,0.3462,0.418,16,0.63,0.5351,1
7,197,101,7,17,4,0.6,0,3,0.4552,0.6348,19,37.3,0.5902,1
6,81,3,25,20,3,18.8,0,1,0.9412,0.0578,10,2.29,0.5059,1
0,185,16,28,41,20,36.3,0,2,0.5056,0.6919,6,9.37,0.8205,3
1,37,6,6,2,0,103.2,2,0,0.9903,0.254,15,18.92,0.4345,1
7,124,37,12,42,0,10.9,3,0,0.408,0.6806,3,11.18,0.6028,2
2,94,7,2,36,4,25.9,2,0,0.5707,0.3223,14,0.84,0.4966,1
6,190,37,105,128,52,40.2,1,0,0.1124,0.8599,1,9.38,0.6776,2
0,107,13,9,45,7,48.5,1,3,0.3671,0.2368,19,15.82,0.6749,2
3,103,40,9,31,0,7.7,0,3,0.6922,0.6822,16,8.15,0.619,2
1,102,11,7,43,3,39.4,1,0,0.3897,0.4283,11,1.72,0.5566,1
3,13,0,1,6,0,8.5,0,3,0.0279,0.4654,16,11.88,0.3294,0
2,41,15,11,11,2,9.3,2,2,0.9246,0.1117,6,14.1,0.5177,1
1,24,0,2,11,9,11.8,0,0,0.8701,0.9695,6,6.79,0.4165,1
7,15,0,7,2,0,6.9,3,2,0.0669,0.9266,2,14.55,0.3875,1
4,93,26,3,44,7,10.7,1,1,0.6532,0.8361,12,8.62,0.5229,1
0,174,22,6,43,13,12.7,0,2,0.6137,0.6148,19,4.03,0.67,2
0,96,34,13,53,4,1.4,0,2,0.4128,0.7012,1,6.61,0.6311,2
0,187,19,11,73,33,2.1,0,1,0.8125,0.2845,2,2.01,0.69,2
7,40,12,22,29,2,21.9,1,1,0.0071,0.311,3,3.35,0.4676,1
0,39,17,0,11,0,30.8,3,1,0.2921,0.6509,4,6.16,0.4547,1
6,193,8,12,8,0,53.3,2,1,0.3939,0.7286,5,0.4,0.4899,1
3,84,1,30,27,1,2.4,0,2,0.9512,0.2876,19,23.75,0.5841,1
4,143,4,39,70,8,19.3,2,1,0.2365,0.9209,18,4.88,0.7045,2
3,117,9,2,44,15,40.0,3,1,0.6944,0.9751,10,4.16,0.7107,2
4,199,130,11,84,6,18.0,1,2,0.7369,0.1205,2,0.88,0.6512,2
3,124,9,24,58,28,64.9,0,3,0.1272,0.1402,15,6.48,0.8493,3
4,78,12,5,6,0,5.8,2,1,0.5405,0.4695,11,7.72,0.513,1
3,56,17,5,37,1,42.9,0,1,0.4748,0.2707,3,1.35,0.4304,1
3,82,26,42,15,3,57.5,1,0,0.6566,0.6991,3,2.33,0.6467,2
6,167,51,66,19,6,2.0,1,1,0.726,0.7959,9,10.09,0.6004,2
3,180,13,22,111,4,64.4,2,1,0.1676,0.9625,2,1.19,0.6961,2
2,151,14,57,13,9,46.2,2,2,0.2043,0.5883,11,25.31,0.796,2
5,103,15,6,49,0,55.7,3,0,0.2423,0.9457,11,0.68,0.5768,1
3,64,27,10,53,5,4.3,1,0,0.8972,0.1758,11,5.71,0.469,1
0,183,85,10,32,9,22.0,0,2,0.0066,0.5599,16,5.44,0.695,2
1,165,12,24,78,6,4.2,2,0,0.751,0.2229,7,35.71,0.6575,2
6,185,5,11,77,0,22.2,1,0,0.8475,0.0927,18,5.08,0.4406,1
3,52,8,25,8,3,40.2,1,3,0.0707,0.2269,10,18.65,0.6199,2
4,164,23,41,31,8,30.9,2,2,0.4566,0.3788,2,1.18,0.7196,2
7,151,23,30,100,9,1.9,1,1,0.8361,0.6448,14,5.89,0.6293,2
2,164,68,9,72,8,101.8,3,1,0.648,0.6788,7,0.07,0.7813,2
1,5,1,0,2,0,114.0,1,2,0.0085,0.8876,9,24.49,0.4245,1
7,90,38,2,68,26,186.6,0,2,0.7581,0.4119,10,42.17,0.7513,2
7,124,0,33,57,1,27.7,2,3,0.7587,0.3638,2,1.5,0.6224,2
0,129,100,25,84,29,5.0,0,1,0.0952,0.5504,2,0.7,0.7205,2
2,180,44,31,34,3,33.8,1,1,0.4235,0.5825,7,6.73,0.6602,2
3,39,2,1,15,0,40.2,0,2,0.1342,0.2229,1,8.14,0.3782,1
3,135,25,0,80,32,3.9,0,3,0.0307,0.0597,6,9.39,0.6862,2
1,86,43,2,29,4,112.0,0,2,0.105,0.2432,1,1.58,0.7526,2
6,32,1,0,12,0,16.2,0,2,0.9114,0.2031,8,5.0,0.2847,0
1,154,21,16,12,8,9.7,2,1,0.2092,0.4519,2,0.99,0.6953,2
7,180,2,9,112,21,16.1,0,1,0.5,0.8546,14,0.22,0.5393,1
5,116,2,26,84,5,25.5,0,0,0.2615,0.594,4,2.44,0.5427,1
4,38,13,0,10,0,37.7,3,0,0.0741,0.7625,3,15.81,0.4224,1
0,139,56,13,49,3,71.0,0,0,0.84,0.5753,2,0.59,0.6239,2
6,138,14,24,20,7,32.6,0,0,0.507,0.9195,19,12.93,0.5477,1
5,54,24,15,13,8,25.1,0,0,0.8405,0.4839,19,12.62,0.426,1
3,123,46,8,35,0,38.1,0,0,0.6277,0.748,14,4.46,0.6167,2
4,143,37,5,38,14,46.2,1,1,0.756,0.7566,8,9.2,0.7057,2
2,91,31,11,51,1,11.4,1,3,0.4482,0.0774,1,5.13,0.6494,2
3,50,7,23,24,8,40.0,0,1,0.9104,0.6823,6,0.29,0.5789,1
6,121,42,22,57,7,64.0,3,0,0.7806,0.2908,18,11.08,0.6531,2
7,91,12,0,36,6,53.1,1,0,0.204,0.8173,7,2.08,0.4742,1
0,137,76,24,23,11,18.9,1,1,0.0384,0.0894,15,6.21,0.724,2
0,65,12,1,32,5,28.1,0,2,0.0293,0.882,8,1.89,0.4809,1
4,68,2,11,48,5,1.2,0,2,0.0255,0.2384,6,4.13,0.5313,1
4,113,54,10,16,0,4.2,0,1,0.2345,0.4448,9,11.39,0.526,1
6,127,28,40,102,20,16.8,2,3,0.3229,0.8087,9,1.5,0.8674,3
2,187,34,16,99,13,47.2,0,2,0.3833,0.1244,18,3.26,0.7648,2
0,69,9,16,50,0,23.7,0,0,0.183,0.1363,16,2.6,0.4779,1
7,108,1,50,13,1,19.5,0,2,0.6205,0.4042,0,1.42,0.5899,1
2,142,29,4,63,11,26.7,0,0,0.7853,0.3803,0,1.23,0.6053,2
7,89,19,13,5,0,24.0,2,2,0.5708,0.7917,7,17.84,0.5988,1
6,116,30,15,34,11,50.0,0,2,0.9749,0.3277,0,6.25,0.7083,2
7,112,19,21,63,31,57.0,1,3,0.0517,0.1375,0,2.83,0.7963,2
2,70,47,5,18,4,18.4,2,0,0.732,0.5615,4,7.15,0.6504,2
7,175,62,46,133,10,9.7,0,3,0.2887,0.7149,14,6.04,0.6671,2
4,176,101,52,66,26,16.8,0,2,0.3063,0.441,0,2.96,0.7146,2
5,133,2,1,26,1,11.2,0,0,0.071,0.8006,5,11.85,0.4,1
7,157,8,4,64,9,26.1,2,1,0.4542,0.8499,5,6.68,0.5912,1
3,94,8,17,66,3,225.3,2,1,0.3971,0.848,1,9.79,0.6278,2
6,98,12,20,75,0,1.7,1,3,0.3838,0.2908,16,13.33,0.5731,1
0,161,32,7,26,1,118.1,1,2,0.8774,0.9854,7,5.98,0.7362,2
5,182,38,9,16,0,22.0,3,0,0.1302,0.2542,19,12.27,0.6204,2
0,147,46,6,21,6,25.2,0,3,0.1249,0.3339,19,13.33,0.6917,2
3,100,8,14,46,2,8.6,1,2,0.5298,0.2118,19,14.47,0.5469,1
5,30,2,1,13,1,71.4,2,0,0.9404,0.8087,0,2.53,0.3251,0
3,69,9,24,45,6,25.5,0,0,0.6395,0.4485,10,14.76,0.5136,1
1,62,26,18,18,4,6.4,3,2,0.4406,0.1004,16,0.89,0.669,2
1,54,34,14,36,1,156.3,0,2,0.1838,0.0276,8,41.11,0.6487,2
1,142,56,20,99,4,58.6,0,1,0.5505,0.5254,3,2.12,0.6797,2
0,131,23,21,65,2,11.0,3,2,0.5801,0.3429,9,5.0,0.6826,2
2,189,27,10,117,4,51.8,2,0,0.4679,0.93,7,0.44,0.6478,2
4,25,6,8,2,0,31.2,2,1,0.9145,0.2625,19,14.45,0.3234,0
3,173,37,4,109,4,4.6,2,0,0.3278,0.4067,17,0.19,0.6287,2
3,83,2,22,25,6,41.2,2,2,0.8176,0.0478,9,18.4,0.6734,2
4,129,1,4,78,18,9.0,0,0,0.7444,0.2202,9,18.45,0.5781,1
2,184,15,58,30,0,39.4,0,0,0.8639,0.2482,4,19.49,0.5601,1
